ROL3,Language,Status,NbrPGICs,NbrCountries,JPScale,LeastReached,JPPopulation,BibleStatus,TranslationNeedQuestionable,BibleYear,NTYear,PortionsYear,JF,AudioRecordings,YouVersion_ID,RLG3,PrimaryReligion,PercentAdherents,PercentEvangelical
bbu,Kulung,L,1,1,4,N,45400,2,N,,,1950,Y,Y,,1,Christianity,94,8
kle,Kulung,L,3,,1,Y,32700,2,N,,,1976,N,Y,,8,Other / Small,0.33,
ksl,Kumalu,L,1,1,5,N,7100,1,N,,,,N,N,,1,Christianity,95,23
kdi,Kumam,L,1,1,5,N,298000,2,N,,,2011,N,Y,,1,Christianity,78,24
kue,Kuman,L,2,1,5,N,155000,4,N,2008,2008,1968-2003,Y,Y,1334,1,Christianity,95.9,24.91
kfy,Kumaoni,L,281,,1,Y,3409000,2,N,,,1825-2007,Y,Y,,5,Hinduism,0.17,
kmj,Kumarbhag Paharia,L,,,,N,,1,N,,,,N,Y,,,,,
ksm,Kumba,L,1,1,4,N,5530,1,N,,,,N,Y,,4,Ethnic Religions,25,9
kgs,Kumbainggar,L,,,,N,,0,Y,,,,N,N,,,,,
wkb,Kumbaran,L,,,,N,,1,N,,,,N,N,,,,,
xks,Kumbewaha,L,1,1,1,Y,4120,1,N,,,,N,Y,,6,Islam,0,0
kra,Kumhali,L,1,,1,Y,13200,1,N,,,,N,Y,,5,Hinduism,2.15,
dih,Kumiai,N,2,2,2,N,380,0,Y,,,,N,Y,,1,Christianity,77.68,2
kuo,Kumukio,L,1,1,5,N,1570,1,N,,,,N,N,,1,Christianity,95,22
kum,Kumyk,L,5,5,1,Y,437000,3,N,,2007,2007,Y,Y,,6,Islam,0,0
zum,Kumzari,L,2,2,1,Y,4060,1,N,,,,N,N,,6,Islam,0,0
kvn,"Kuna, Border",L,2,2,5,N,3620,3,N,,1993,1980,N,Y,610,1,Christianity,70,27.63
cuk,"Kuna, San Blas",L,1,1,4,N,77200,3,N,,1970-2009,1951-1965,Y,Y,240,4,Ethnic Religions,6,4
kun,Kunama,L,3,3,4,N,234000,3,N,,1927-2004,1906-1970,N,Y,,6,Islam,26.79,9.33
wlg,Kunbarlang,N,1,1,5,N,20,0,Y,,,,N,N,,4,Ethnic Religions,30,30
kdn,Kunda,L,3,3,4,N,260000,2,N,,,1988,N,N,,1,Christianity,51.51,9.82
shd,Kundal Shahi,L,,,,N,,0,Y,,,,N,N,,,,,
wku,Kunduvadi,L,,,,N,,0,Y,,,,N,N,,,,,
kfl,Kung,N,1,1,2,N,2830,1,N,,,,N,N,,1,Christianity,74,2
knw,Kung-Ekoka,L,3,3,3,N,19300,2,N,,,1980,N,Y,,4,Ethnic Religions,9.59,0.2
kse,Kuni,L,1,1,5,N,3220,2,N,,,1997,N,N,,1,Christianity,90,12
kvg,Kuni-Boazi,L,1,1,5,N,6040,2,N,,,1997-2003,Y,Y,,1,Christianity,95,30
xug,Kunigami,L,1,1,1,Y,4940,0,Y,,,,N,N,,2,Buddhism,2,1
kup,Kunimaipa,L,1,1,5,N,10600,3,N,,1990-2002,1979-1980,Y,Y,1067,1,Christianity,98,22
pep,Kunja,L,1,1,5,N,400,1,N,,,,N,N,,4,Ethnic Religions,35,13
kjn,Kunjen,N,1,1,5,N,430,2,Y,,,1967,N,Y,,1,Christianity,60,40
njx,Kunyi,L,1,1,4,N,120000,1,N,,,,N,Y,,1,Christianity,99.5,9
kuz,Kunza,N,,,,N,,1,N,,,,N,N,,,,,
xuo,Kuo,L,2,2,5,N,27100,2,N,,,1987-2010,Y,Y,1178,4,Ethnic Religions,33.04,17.47
kto,Kuot,L,1,1,5,N,3400,3,N,,2001,1994,N,N,996,1,Christianity,95,18
kug,Kupa,L,1,1,1,Y,37000,1,N,,,,N,N,,6,Islam,4,0.2
key,Kupia,L,1,,2,N,7740,3,N,,1983,1976,N,Y,,5,Hinduism,4.68,
kpz,Kupsapiiny,L,1,1,5,N,310000,3,N,,1996,1975,Y,Y,,1,Christianity,90,30
kuv,Kur,L,1,1,1,Y,4030,1,N,,,,N,N,,6,Islam,3,2
krh,Kurama,L,1,1,4,N,65200,1,N,,,,N,Y,,1,Christianity,88,4
knk,Kuranko,L,2,2,1,Y,477000,4,N,2008,1972,1899-1911,Y,Y,,4,Ethnic Religions,3.52,0.38
ckb,"Kurdish, Central",L,5,5,1,Y,7857000,3,N,,1994-2011,1894-1993,Y,Y,503,6,Islam,0.11,0.02
kmr,"Kurdish, Northern",L,42,32,1,Y,15550000,4,N,2008,1872-2005,1856-2010,Y,Y,251,6,Islam,0.14,0.01
sdh,"Kurdish, Southern",L,1,1,1,Y,3223000,2,N,,,1894-1900,N,Y,,6,Islam,0.05,0.01
nbn,Kuri,L,1,1,4,N,870,1,N,,,,N,Y,,4,Ethnic Religions,30,4
kuj,Kuria,L,2,2,5,N,906000,3,N,,1996,1969-1975,Y,Y,,1,Christianity,75.66,21.97
kfh,Kurichiya,L,1,,2,N,41900,1,N,,,,N,Y,,5,Hinduism,4.62,
kfv,Kurmukar,L,,,,N,,0,Y,,,,N,Y,,,,,
unn,Kurnai,N,,,,N,,0,Y,,,,N,N,,,,,
vku,Kurrama,N,,,,N,,0,Y,,,,N,N,,,,,
ktm,Kurti,L,1,1,5,N,4250,2,N,,,1999-2004,N,Y,,1,Christianity,85,21
xkz,Kurtokha,L,1,,1,Y,1920,1,N,,,,N,Y,,2,Buddhism,0,
kyr,Kuruaya,N,1,1,1,Y,140,0,Y,,,,N,N,,4,Ethnic Religions,5,0
kjr,Kurudu,L,1,1,4,N,3040,1,N,,,,N,Y,,1,Christianity,92,4
xua,"Kurumba, Alu",L,1,,1,Y,2760,1,N,,,,N,N,,5,Hinduism,0.14,
pkr,"Kurumba, Attapady",L,,,,N,,1,N,,,,N,N,,,,,
xub,"Kurumba, Betta",L,1,,1,Y,31500,1,N,,,,N,Y,,5,Hinduism,0.5,
xuj,"Kurumba, Jennu",L,2,,1,Y,38800,1,N,,,,Y,Y,,5,Hinduism,0.01,
kfi,"Kurumba, Kannada",L,2,,1,Y,254000,1,N,,,,Y,Y,,5,Hinduism,0.53,
kpb,"Kurumba, Mullu",L,,,,N,,1,N,,,,N,Y,,,,,
kru,Kurux,L,199,,3,N,2250000,4,Y,2000,1950-1997,1895-1989,Y,Y,,5,Hinduism,20.5,
kxl,"Kurux, Nepali",L,3,,2,N,34800,2,N,,,1977,N,Y,,5,Hinduism,3.18,
kus,Kusaal,L,3,3,5,N,631000,4,N,2015,1976-1996,1965-2008,Y,Y,,1,Christianity,57.45,11.45
ksg,Kusaghe,L,1,1,5,N,3530,1,N,,,,N,Y,,1,Christianity,95,30
kuh,Kushi,L,1,1,4,N,20500,1,N,,,,Y,Y,,4,Ethnic Religions,12,7
kuu,"Kuskokwim, Upper",N,1,1,2,N,220,0,Y,,,,N,Y,,1,Christianity,60,2
ksv,Kusu,L,1,1,4,N,98700,1,N,,,,N,Y,,1,Christianity,95,6
kgg,Kusunda,N,3,,1,Y,110,0,Y,,,,N,N,,5,Hinduism,0,
kut,Kutenai,N,2,2,2,N,1320,0,Y,,,,N,N,,1,Christianity,61.82,2
kub,Kutep,L,2,2,5,N,75500,3,N,,1986-1995,Yes,Y,Y,,1,Christianity,92.06,13.46
skm,Kutong,L,1,1,5,N,1940,1,N,,,,N,N,,1,Christianity,96,25
kpa,Kutto,L,1,1,4,N,5040,1,N,,,,N,Y,,6,Islam,10,3.84
kdc,Kutu,L,1,1,1,Y,104000,3,N,,2015,2009-2012,Y,N,1226,6,Islam,3,2
khj,Kuturmi,L,1,1,4,N,17000,1,N,,,,N,Y,,4,Ethnic Religions,25,7
kuy,Kuuku-Ya'u,N,1,1,5,N,20,0,Y,,,,N,Y,,4,Ethnic Religions,50,50
olu,Kuvale,L,1,1,5,N,70000,0,,,,,N,N,,1,Christianity,80,12
kxv,Kuvi,L,158,,2,N,489000,3,N,,1987,1916-1962,Y,Y,,5,Hinduism,4.06,
blh,Kuwaa,L,1,1,4,N,18700,3,Y,,1989,1982,N,Y,,1,Christianity,65,7.5
cwt,Kuwaataay,L,1,1,3,N,8520,3,N,,2000,1997,Y,Y,,6,Islam,20,0.62
kdt,Kuy,L,2,2,1,Y,462000,3,N,,1978,1965-1992,Y,Y,,2,Buddhism,1.88,0.46
kwb,Kwa,L,1,1,4,N,12600,1,N,,,,N,Y,,4,Ethnic Religions,15,7
bko,Kwa',L,1,1,2,N,1860,1,N,,,,N,N,,1,Christianity,70,1
ksq,Kwaami,L,1,1,4,N,21200,1,N,,,,N,N,,6,Islam,17,3
kwd,Kwaio,L,1,1,5,N,19400,2,N,,,1982,N,Y,1248,1,Christianity,96,30
kdz,Kwaja,L,1,1,2,N,4660,1,N,,,,N,Y,,1,Christianity,73,2
kwk,Kwakiutl,L,2,2,5,N,8000,2,Y,,,1882-1900,N,Y,,1,Christianity,96,15
kwu,Kwakum,L,1,1,4,N,15800,1,N,,,,N,Y,,1,Christianity,70,2.5
kmq,Kwama,L,1,1,3,N,21600,1,N,,,,N,Y,,4,Ethnic Religions,7,0.7
kwm,Kwambi,L,1,1,4,N,40100,3,Y,,1951,Yes,N,N,,1,Christianity,80,3
tnk,Kwamera,L,1,1,5,N,4860,3,N,,1890-2014,1878-1883,N,Y,,1,Christianity,95,44
ktf,Kwami,L,1,1,5,N,590,1,N,,,,N,Y,,1,Christianity,95,20
kvi,Kwang,L,1,1,5,N,46000,1,N,,,,N,Y,,1,Christianity,73,28
kwj,Kwanga,L,4,1,5,N,15400,3,N,,1991,1982,N,Y,1164,1,Christianity,95.05,26.09
kwn,Kwangali,L,3,3,5,N,193000,4,Y,1987,1974,1960,Y,Y,,1,Christianity,87.83,11.52
knp,Kwanja,L,2,1,3,N,42500,3,N,,2006,1990-2006,N,Y,,1,Christianity,48.9,1.68
kwf,Kwara'ae,L,1,1,5,N,47700,3,N,,1961-2003,1909-1938,N,Y,,1,Christianity,99,34
nmg,Kwasio,L,2,2,4,N,39900,2,N,,,1957-1969,N,N,,1,Christianity,86.06,2.47
kya,Kwaya,L,1,1,4,N,162000,2,N,,,2009-2012,Y,N,,4,Ethnic Religions,45,9
xwa,Kwaza,N,,,,N,,0,Y,,,,N,N,,,,,
xwg,Kwegu,L,1,1,5,N,860,0,Y,,,,N,Y,,1,Christianity,58,44
kwr,Kwer,L,2,2,4,N,1060,1,N,,,,N,N,,4,Ethnic Religions,34.54,6.04
kwe,Kwerba,L,2,1,4,N,3720,2,N,,,1986-2001,N,Y,,4,Ethnic Religions,20.68,4.79
xwr,Kwerba Mamberamo,L,1,1,3,N,380,0,Y,,,,N,N,,4,Ethnic Religions,10,2
cwe,Kwere,L,1,1,4,N,233000,2,N,,,2007-2012,Y,N,1125,6,Islam,22,8
kkb,Kwerisa,N,1,1,5,N,130,0,Y,,,,N,N,,1,Christianity,60,12
kws,Kwese,L,1,1,5,N,101000,2,N,,,1929,N,Y,,1,Christianity,98,20
kwt,Kwesten,L,1,1,4,N,3120,0,Y,,,,N,Y,,1,Christianity,65,5
gww,Kwini,N,,,,N,,0,Y,,,,N,Y,,,,,
kuc,Kwinsu,L,1,1,1,Y,580,0,Y,,,,N,N,,4,Ethnic Religions,0,0
kww,Kwinti,L,1,1,2,N,190,0,Y,,,,N,N,,1,Christianity,70,2
kmo,Kwoma,L,1,1,5,N,4140,3,N,,1975,1968,N,Y,990,1,Christianity,99,19
kwo,Kwomtari,L,1,1,5,N,1080,2,N,,,2009,N,Y,,4,Ethnic Religions,35,12
bka,Kyak,L,1,1,3,N,9310,1,N,,,,N,Y,,4,Ethnic Religions,10,0.5
kyc,Kyaka,L,1,1,5,N,38400,3,N,,1973,1961-1987,N,Y,,1,Christianity,97,20
tye,Kyanga,L,2,2,1,Y,10600,0,Y,,,,N,N,,6,Islam,0.2,0.02
kql,Kyenele,L,2,1,5,N,1720,2,N,,,1993,N,Y,,1,Christianity,60.91,11.7
kgy,Kyerung,L,2,2,1,Y,11200,1,N,,,,N,Y,,2,Buddhism,0,0
kir,Kyrgyz,L,13,12,1,Y,5060000,4,N,1995-2004,1991-2005,1982-1987,Y,Y,,6,Islam,0.24,0.11
lbi,La'bi,N,,,,N,,1,N,,,,N,N,,,,,
gdm,Laal,L,1,1,4,N,1590,1,N,,,,N,N,,6,Islam,10,7
cae,Laalaa,L,1,1,3,N,16000,1,N,,,,N,Y,,6,Islam,10,1.5
ldi,Laari,L,2,2,5,N,144000,3,N,,2009,Yes,Y,Y,,1,Christianity,98.88,25.14
lau,Laba,L,1,1,4,N,2970,0,Y,,,,N,N,,4,Ethnic Religions,25,3
lbb,Label,L,1,1,5,N,360,1,N,,,,N,N,1396,1,Christianity,95,22
jku,Labir,L,1,1,3,N,630,0,Y,,,,N,Y,,4,Ethnic Religions,12,2
lbu,Labu,L,1,1,5,N,3040,0,Y,,,,N,Y,,1,Christianity,85,26
lac,Lacandon,L,1,1,5,N,1010,3,N,,1978,1968-2002,N,Y,786,1,Christianity,95,24
lbt,Lachi,L,2,2,1,Y,13800,1,N,,,,N,N,,4,Ethnic Religions,0,0
lwh,"Lachi, White",L,1,1,1,Y,2270,1,N,,,,N,N,,4,Ethnic Religions,0.5,0
lsi,Lacid,L,2,2,5,N,36700,4,N,2009,Yes,Yes,Y,Y,390,1,Christianity,86.36,61.69
lbj,Ladakhi,L,36,,1,Y,134000,4,N,1948,Yes,1904-1919,Y,Y,,2,Buddhism,0.19,
lld,Ladin,L,1,1,2,N,35600,0,Y,,,,N,N,,1,Christianity,82,0.8
lad,Ladino,L,4,4,1,Y,59300,4,Y,1829,1743-1873,1547-1873,N,Y,,4,Ethnic Religions,0.21,0.07
lkl,Laeko-Libuat,L,1,1,5,N,990,1,N,,,,N,N,,1,Christianity,95,14
laf,Lafofa,L,1,1,1,Y,940,0,Y,,,,N,N,,6,Islam,3,0.3
lgb,Laghu,N,,,,N,,0,Y,,,,N,N,,,,,
lgh,Laghuu,L,1,1,1,Y,350,1,N,,,,N,N,,4,Ethnic Religions,3,1
kot,Lagwan,L,2,2,1,Y,37300,1,N,,,,N,Y,,6,Islam,3.69,1.88
lha,Laha,L,1,1,1,Y,6920,1,N,,,,N,N,,4,Ethnic Religions,0.5,0.08
lhh,Laha,L,1,1,2,N,6080,0,Y,,,,N,N,,1,Christianity,55,2
lhn,Lahanan,L,1,1,1,Y,750,0,Y,,,,N,N,,4,Ethnic Religions,0,0
kvt,Lahta,L,1,1,4,N,11000,1,N,,,,N,Y,,4,Ethnic Religions,5,3.5
lhu,Lahu,L,8,5,5,N,592000,4,N,1989,1932-1962,1924-1962,Y,Y,91,1,Christianity,60.72,33.95
lhi,Lahu Shi,L,5,5,4,N,158000,3,N,,2015,2009,N,Y,,2,Buddhism,11.15,2.36
lmx,Laimbue,L,1,1,2,N,9520,1,N,,,,N,Y,,1,Christianity,74,2
lji,Laiyolo,L,1,1,1,Y,1660,0,Y,,,,N,N,,6,Islam,3,1
lbe,Lak,L,7,7,1,Y,174000,2,N,,,1996-2007,Y,N,,6,Islam,0.03,0.03
lak,Laka,L,1,1,4,N,8240,1,N,,,,N,Y,,6,Islam,5,2.59
lap,Laka,L,3,3,5,N,171000,3,N,,1960,1948-1950,N,N,,1,Christianity,83.93,32.05
lka,Lakalei,L,1,1,2,N,3550,1,N,,,,N,N,,1,Christianity,83,1
lkh,Lakha,L,1,,1,Y,9610,1,N,,,,N,N,,2,Buddhism,0,
lki,Laki,L,1,1,1,Y,1184000,1,N,,,,N,Y,,6,Islam,0,0
lbc,Lakkia,L,1,1,1,Y,13500,1,N,,,,N,N,,4,Ethnic Religions,0,0
lkn,Lakon,L,1,1,5,N,920,2,N,,,1979,N,N,,1,Christianity,100,44
lkd,Lakonde,N,1,1,3,N,360,0,Y,,,,N,N,,4,Ethnic Religions,20,1
lkt,Lakota,L,2,2,2,N,53000,2,N,,,2006,N,Y,,1,Christianity,60,1.5
nrz,Lala,L,1,1,5,N,4020,1,N,,,,N,N,,1,Christianity,99,15
leb,Lala-Bisa,L,6,2,5,N,888000,3,N,,1947-1977,1909-1995,Y,N,,1,Christianity,93.96,19.84
lla,Lala-Roba,L,1,1,4,N,80500,1,N,,,,Y,Y,,4,Ethnic Religions,9,4
lal,Lalia,L,1,1,4,N,106000,1,N,,,,N,Y,,1,Christianity,100,5
ywt,"Lalo, Central",L,2,1,1,Y,41100,1,N,,,,N,N,,4,Ethnic Religions,0.13,0.06
yik,"Lalo, Dongshanba",L,7,1,1,Y,973000,1,N,,,,N,N,,4,Ethnic Religions,0.53,0.35
yit,"Lalu, Eastern",L,1,1,1,Y,49600,0,Y,,,,N,N,,4,Ethnic Religions,0.5,0.38
ywl,"Lalu, Western",L,1,1,1,Y,47400,1,N,,,,N,Y,,4,Ethnic Religions,0,0
las,Lama,L,3,3,4,N,340000,3,N,,1993-1995,2009,Y,Y,,4,Ethnic Religions,12.04,5.01
slp,Lamaholot,L,1,1,4,N,198000,1,N,,,,N,Y,,1,Christianity,75,10
lmr,Lamalera,L,1,1,1,Y,4510,1,N,,,,N,N,,4,Ethnic Religions,5,0
hia,Lamang,L,1,1,4,N,70000,2,N,,,1992,N,Y,,4,Ethnic Religions,15,4
lmq,Lamatuka,L,1,1,2,N,4510,1,N,,,,N,N,,1,Christianity,60,0.4
lam,Lamba,L,3,2,5,N,345000,4,N,1959,1921-1938,1914-1950,Y,Y,947,1,Christianity,94.69,21.44
lmn,Lambadi,L,2,,2,N,2805000,3,N,,1999,1963-1977,Y,Y,,5,Hinduism,4.11,
lmy,Lamboya,L,1,1,4,N,32600,1,N,,,,N,Y,,1,Christianity,45,3
lai,Lambya,L,3,3,5,N,172000,3,N,,2012,Yes,Y,Y,,1,Christianity,84.37,11.02
bma,Lame,L,1,1,4,N,18400,1,N,,,,N,Y,,4,Ethnic Religions,25,6
lmu,Lamenu,L,1,1,5,N,1180,2,N,,,1987-2002,N,Y,,1,Christianity,100,45
lbn,Lamet,L,2,2,1,Y,24300,1,N,,,,N,Y,,4,Ethnic Religions,1.02,0.79
ldh,Lamja-Dengsa-Tola,L,1,1,4,N,5600,1,N,,,,N,N,,4,Ethnic Religions,20,3
lmk,Lamkang,L,1,,3,N,7270,3,N,,2002,1993-1995,N,Y,1024,1,Christianity,98.54,
lns,Lamnso',L,2,2,5,N,299000,3,N,,1990,2005,Y,Y,,1,Christianity,70.04,11.83
lmg,Lamogai,L,3,1,5,N,9810,3,N,,1996,Yes,N,Y,,1,Christianity,94.19,17.5
ljp,Lampung Api,L,6,1,1,Y,907000,3,N,,2002,1999-2000,Y,Y,,6,Islam,0.11,0.01
abl,Lampung Nyo,L,1,1,1,Y,197000,1,N,,,,N,N,,6,Islam,0,0
llh,Lamu,N,1,1,3,N,300,0,Y,,,,N,N,,4,Ethnic Religions,15,2
lby,Lamu-Lamu,N,,,,N,,0,Y,,,,N,N,,,,,
ldm,Landoma,L,1,1,1,Y,26900,1,N,,,,N,Y,,6,Islam,5,0.05
yne,Lang'e,L,1,1,1,Y,2140,0,Y,,,,N,N,,4,Ethnic Religions,0,0
lnm,Langam,L,1,1,4,N,580,1,N,,,,N,N,,4,Ethnic Religions,40,6
lna,Langbashe,L,2,2,5,N,65800,1,N,,,,N,Y,,1,Christianity,86.17,19.77
lag,Langi,L,1,1,4,N,566000,2,N,,,2007-2012,Y,Y,,6,Islam,26,7
laj,Lango,L,1,1,5,N,2551000,4,N,1979,1974,1967,Y,Y,472,1,Christianity,95,42
lno,Lango,L,1,1,5,N,48000,1,N,,,,N,N,,1,Christianity,55,11
lnh,Lanoh,L,1,1,1,Y,350,0,Y,,,,N,N,,4,Ethnic Religions,1,0
lao,Lao,L,12,12,1,Y,3660000,4,N,1932,1926-1973,1906-1967,Y,Y,,2,Buddhism,3.51,1.92
lwm,Laomian,L,1,1,1,Y,1700,0,Y,,,,N,N,,4,Ethnic Religions,0.3,0.3
lbg,Laopang,L,2,2,5,N,22800,0,Y,,,,N,N,,4,Ethnic Religions,14,11
lso,Laos Sign Language,L,1,1,,N,,0,Y,,,,N,N,,,,,
lrg,Laragia,N,,,,N,,0,Y,,,,N,N,,,,,
lbz,Lardil,N,,,,N,,0,Y,,,,N,N,,,,,
lrv,Larevat,L,1,1,5,N,950,1,N,,,,N,N,,1,Christianity,96,44
lrl,Lari,L,1,1,1,Y,114000,1,N,,,,N,Y,,6,Islam,0,0
alo,Larike-Wakasihu,L,1,1,4,N,15900,0,Y,,,,N,N,,6,Islam,25,3
lro,Laro,L,1,1,4,N,43800,2,N,,,2004-2011,N,Y,,1,Christianity,70,4
lar,Larteh,L,1,1,3,N,105000,0,Y,,,,N,Y,,4,Ethnic Religions,25,2
lan,Laru,L,1,1,3,N,8260,1,N,,,,N,Y,,6,Islam,20,2
llm,Lasalimu,L,1,1,3,N,2200,0,Y,,,,N,N,,6,Islam,10,2
lsa,Lasgerdi,L,1,1,1,Y,1120,1,N,,,,N,N,,6,Islam,0,0
lss,Lasi,L,1,,1,Y,18200,1,N,,,,N,N,,6,Islam,0,
ltg,Latgalian,L,,,,N,,0,Y,,,,N,N,,,,,
lat,Latin,N,,,,N,,4,N,400--1906,1516-1943,1457-1945,N,N,823,,,,
ltu,Latu,L,1,1,1,Y,3740,0,Y,,,,N,N,,6,Islam,4,1
ltn,Latunde,N,1,1,3,N,100,0,Y,,,,N,N,,4,Ethnic Religions,20,2
lsl,Latvian Sign Language,L,1,1,,N,,1,N,,,,N,N,,,,,
lvs,"Latvian, Standard",L,22,21,4,N,1494000,4,N,1689-1995,1685-1937,1637-1994,Y,Y,488,1,Christianity,56.75,8.94
llu,Lau,L,1,1,5,N,24900,3,N,,1929-1992,1905-1918,N,Y,,1,Christianity,95,30
llx,Lauan,L,1,1,5,N,22100,1,N,,,,N,N,,1,Christianity,97,28
law,Lauje,L,1,1,4,N,55800,2,N,,,Yes,N,Y,,6,Islam,20,3
lur,Laura,L,1,1,3,N,13200,1,N,,,,N,N,,4,Ethnic Religions,10,1
lbv,Lavatbura-Lamusong,L,1,1,5,N,4090,1,N,,,,N,N,,1,Christianity,95,13
brb,Lave,L,3,3,1,Y,36200,2,N,,,2007-2011,N,Y,,4,Ethnic Religions,0.97,0.7
lbo,Laven,L,2,2,1,Y,66800,1,N,,,,N,Y,,4,Ethnic Religions,0,0
jiq,Lavrung,L,2,1,1,Y,14600,1,N,,,,N,N,,2,Buddhism,0,0
lvk,Lavukaleve,L,1,1,5,N,2620,1,N,,,,N,Y,,1,Christianity,90,24
lwl,"Lawa, Eastern",L,1,1,1,Y,8140,1,N,,,,N,Y,,2,Buddhism,1.4,0.2
lcp,"Lawa, Western",L,2,2,5,N,77100,4,N,2001,1971-1983,1961-1967,N,Y,,2,Buddhism,19.55,16.2
lbx,Lawangan,L,2,1,1,Y,291000,1,N,,,,N,Y,,6,Islam,3.86,0.86
lwu,Lawu,N,,,,N,,0,Y,,,,N,N,,,,,
tgi,Lawunuia,L,1,1,5,N,1500,0,Y,,,,N,N,,1,Christianity,90,19
lya,Layakha,L,1,,1,Y,3150,1,N,,,,N,N,,2,Buddhism,0,
lzz,Laz,L,3,3,1,Y,99500,0,Y,,,,N,Y,,6,Islam,2.01,0.21
lec,Leco,N,1,1,4,N,2710,0,Y,,,,N,Y,,4,Ethnic Religions,45,6
ldk,Leelau,L,1,1,4,N,9390,1,N,,,,N,Y,,4,Ethnic Religions,35,7
lfa,Lefa,L,1,1,2,N,15300,1,N,,,,N,N,,1,Christianity,52,2
lgm,Lega-Mwenga,L,1,1,5,N,74600,1,N,,,,N,Y,,1,Christianity,75,15
lea,Lega-Shabunda,L,1,1,5,N,1089000,4,Y,2003,1957,1934-1942,Y,Y,,1,Christianity,92,20
agb,Legbo,L,1,1,5,N,87100,1,N,,,,Y,Y,,1,Christianity,92,12
lcc,Legenyem,L,1,1,4,N,320,0,Y,,,,N,Y,,6,Islam,15,4
tql,Lehali,L,1,1,5,N,390,1,N,,,,N,N,,1,Christianity,100,46
lek,Leipon,L,1,1,5,N,1800,1,N,,,,N,Y,,1,Christianity,95,16
lel,Lele,L,1,1,4,N,98600,1,N,,,,N,Y,,1,Christianity,100,7
llc,Lele,L,1,1,1,Y,51400,1,N,,,,N,Y,,4,Ethnic Religions,5,1.62
lle,Lele,L,1,1,5,N,3170,3,N,,1956,1921,N,Y,,1,Christianity,95,22
lln,Lele,L,1,1,5,N,77600,3,N,,1991,1962-1985,N,Y,,6,Islam,45,31
lef,Lelemi,L,2,2,5,N,77500,3,N,,1995,1984-1999,Y,Y,,1,Christianity,95,21.87
lpa,Lelepa,L,1,1,5,N,750,2,N,,,1877-1883,N,Y,,1,Christianity,90,40
lmf,"Lembata, South",L,1,1,4,N,7890,1,N,,,,N,N,,4,Ethnic Religions,12,5
lmj,"Lembata, West",L,1,1,1,Y,9020,1,N,,,,N,N,,4,Ethnic Religions,5,0
leq,Lembena,L,1,1,5,N,2630,1,N,,,,N,Y,,1,Christianity,70,23
lrz,Lemerig,N,,,,N,,0,Y,,,,N,N,,,,,
lei,Lemio,L,1,1,5,N,370,0,Y,,,,N,N,,1,Christianity,90,25
ley,Lemolang,N,1,1,1,Y,2710,0,Y,,,,N,N,,6,Islam,5,1.5
ldj,Lemoro,L,1,1,4,N,17300,1,N,,,,N,Y,,4,Ethnic Religions,35,7.16
tnl,Lenakel,L,1,1,5,N,13100,2,N,,,1900-1902,N,Y,,1,Christianity,85,48
len,Lenca,N,,,,N,,1,N,,,,N,N,,,,,
led,Lendu,L,2,2,5,N,1350000,3,N,,1936-1989,1926-1985,Y,Y,,1,Christianity,93.8,26.07
lgi,Lengilu,N,,,,N,,0,Y,,,,N,N,,,,,
lgr,Lengo,L,1,1,5,N,20300,1,N,,,,N,Y,,1,Christianity,100,29
lej,Lengola,L,1,1,5,N,172000,1,N,,,,N,Y,,1,Christianity,90,22
leh,Lenje,L,1,1,5,N,215000,4,N,2004,Yes,1927-1994,Y,Y,552,1,Christianity,70,17
ler,Lenkau,L,1,1,5,N,560,0,Y,,,,N,Y,,1,Christianity,90,23
ldg,Lenyima,L,1,1,4,N,18400,1,N,,,,N,Y,,1,Christianity,60,7
lep,Lepcha,L,23,,3,N,73700,3,N,,1989,1845-1989,Y,Y,,2,Buddhism,12.75,
lpe,Lepki,L,1,1,4,N,770,1,N,,,,N,N,,1,Christianity,70,4
gnh,Lere,N,1,1,4,N,24700,0,Y,,,,N,N,,4,Ethnic Religions,35,5
les,Lese,L,1,1,5,N,104000,1,N,,,,N,Y,,1,Christianity,55,12
nms,Letemboi,L,1,1,5,N,1110,1,N,,,,N,Y,,4,Ethnic Religions,35,12
leo,Leti,N,,,,N,,1,N,,,,N,N,,,,,
lti,Leti,L,1,1,5,N,10200,0,Y,,,,N,Y,,1,Christianity,70,15
lvu,Levuka,L,1,1,2,N,4510,1,N,,,,N,N,,1,Christianity,60,0.8
lww,Lewo,L,1,1,5,N,3060,2,N,,,1892-2002,N,N,,1,Christianity,100,48
lwe,Lewo Eleng,L,1,1,2,N,4510,1,N,,,,N,N,,1,Christianity,60,0.6
lwt,Lewotobi,L,1,1,1,Y,6000,1,N,,,,N,N,,4,Ethnic Religions,5,2
ayi,Leyigha,L,1,1,5,N,17400,1,N,,,,N,Y,,1,Christianity,65,12
lez,Lezgi,L,9,9,1,Y,655000,2,N,,,1990-2010,Y,Y,,6,Islam,0.03,0.03
mhx,Lhao Vo,L,2,2,5,N,151000,4,N,2009,1985-2003,1940-1985,Y,Y,356,4,Ethnic Religions,23.58,11.79
lhp,Lhokpu,L,1,,1,Y,3140,1,N,,,,N,N,,2,Buddhism,0,
lhm,Lhomi,L,3,,1,Y,2140,3,N,,1995,1976,N,Y,,2,Buddhism,2.33,
ljl,Li'o,L,1,1,5,N,117000,1,N,,,,N,N,,1,Christianity,80,12
