"ROL3","Language","ROG3","EditName","EditDate"
"mvt","Mpotovoro","NH","BM",9/17/2008 0:00:00
"mvu","Marfa","CD","BM",9/17/2008 0:00:00
"mvv","Tahol","MY","BM",6/27/2013 0:00:00
"mvw","Machinga","TZ","BM",9/17/2008 0:00:00
"mvx","Meoswar","ID","BM",9/17/2008 0:00:00
"mvy","Kohistani, Indus","PK","BM",9/17/2008 0:00:00
"mvz","Mesqan","ET","BM",9/17/2008 0:00:00
"mwa","Mwatebu","PP","BM",9/17/2008 0:00:00
"mwb","Juwal","PP","BM",9/17/2008 0:00:00
"mwc","Are","PP","BM",6/27/2013 0:00:00
"mwe","Mwera","TZ","BM",6/27/2013 0:00:00
"mwf","Murrinh-Patha","AS","BM",6/27/2013 0:00:00
"mwg","Aiklep","PP","BM",9/17/2008 0:00:00
"mwh","Mouk-Aria","PP","BM",12/17/2010 0:00:00
"mwi","Ninde","NH","BM",5/16/2013 0:00:00
"mwk","Maninkakan, Kita","ML","BM",9/17/2008 0:00:00
"mwl","Mirandese","PO","BM",3/20/2015 0:00:00
"mwm","Sar","CD","BM",6/27/2013 0:00:00
"mwn","Nyamwanga","ZA","BM",6/27/2013 0:00:00
"mwo","Maewo, Central","NH","BM",12/17/2010 0:00:00
"mwp","Kala Lagaw Ya","AS","BM",6/27/2013 0:00:00
"mwq","Chin, Muun","BM","BM",6/27/2013 0:00:00
"mws","Mwimbi-Muthambi","KE","BM",9/17/2008 0:00:00
"mwt","Moken","BM","BM",12/17/2010 0:00:00
"mwv","Mentawai","ID","BM",6/27/2013 0:00:00
"mww","Hmong Daw","CH","BM",6/27/2013 0:00:00
"mwx","Mediak","TZ","BM",9/17/2008 0:00:00
"mwy","Mosiro","TZ","BM",9/17/2008 0:00:00
"mwz","Moingi","CG","BM",9/17/2008 0:00:00
"mxa","Mixtec, Northwest Oaxaca","MX","BM",9/17/2008 0:00:00
"mxb","Mixtec, Tezoatlan","MX","BM",6/27/2013 0:00:00
"mxc","Manyika","ZI","BM",6/27/2013 0:00:00
"mxd","Modang","ID","BM",9/17/2008 0:00:00
"mxe","Mele-Fila","NH","BM",12/17/2010 0:00:00
"mxf","Malgbe","CM","BM",9/17/2008 0:00:00
"mxg","Mbangala","AO","BM",9/17/2008 0:00:00
"mxh","Mvuba","CG","BM",9/17/2008 0:00:00
"mxj","Miju-Mishmi","IN","BM",9/17/2008 0:00:00
"mxk","Monumbo","PP","BM",9/17/2008 0:00:00
"mxl","Gbe, Maxi","BN","BM",9/17/2008 0:00:00
"mxm","Meramera","PP","BM",9/17/2008 0:00:00
"mxn","Moi","ID","BM",9/17/2008 0:00:00
"mxo","Mbowe","ZA","BM",9/17/2008 0:00:00
"mxp","Mixe, Tlahuitoltepec","MX","BM",6/27/2013 0:00:00
"mxq","Mixe, Juquila","MX","BM",6/27/2013 0:00:00
"mxr","Murik","MY","BM",9/17/2008 0:00:00
"mxs","Mixtec, Huitepec","MX","BM",9/17/2008 0:00:00
"mxt","Mixtec, Jamiltepec","MX","BM",6/27/2013 0:00:00
"mxu","Mada","CM","BM",12/17/2010 0:00:00
"mxv","Mixtec, Metlatonoc","MX","BM",6/27/2013 0:00:00
"mxw","Namo","PP","BM",9/17/2008 0:00:00
"mxx","Mahou","IV","BM",9/17/2008 0:00:00
"mxy","Mixtec, Southeastern Nochixtlan","MX","BM",6/27/2013 0:00:00
"mxz","Masela, Central","ID","BM",9/17/2008 0:00:00
"mya","Burmese","BM","BM",6/27/2013 0:00:00
"myb","Mbay","CD","BM",12/17/2010 0:00:00
"myc","Mayeka","CG","BM",9/17/2008 0:00:00
"myd","Maramba","PP","BM",9/17/2008 0:00:00
"mye","Myene","GB","BM",6/27/2013 0:00:00
"myf","Bambassi","ET","BM",9/17/2008 0:00:00
"myg","Manta","CM","BM",9/17/2008 0:00:00
"myh","Makah","US","BM",9/17/2008 0:00:00
"myi","Mina","IN","BM",9/17/2008 0:00:00
"myj","Mangayat","OD","BM",9/17/2008 0:00:00
"myk","Senoufo, Mamara","ML","BM",6/27/2013 0:00:00
"myl","Moma","ID","BM",12/17/2010 0:00:00
"mym","Me'en","ET","BM",5/16/2013 0:00:00
"myo","Anfillo","ET","BM",9/17/2008 0:00:00
"myp","Piraha","BR","BM",12/17/2010 0:00:00
"myr","Muniche","PE","BM",9/17/2008 0:00:00
"myu","Munduruku","BR","BM",6/27/2013 0:00:00
"myv","Erzya","RS","BM",6/27/2013 0:00:00
"myw","Muyuw","PP","BM",6/27/2013 0:00:00
"myx","Masaaba","UG","BM",6/27/2013 0:00:00
"myy","Macuna","CO","BM",6/27/2013 0:00:00
"myz","Mandaic, Classical","IR","BM",9/17/2008 0:00:00
"mza","Mixtec, Santa Maria Zacatepec","MX","BM",6/27/2013 0:00:00
"mzb","Tumzabt","AG","BM",9/17/2008 0:00:00
"mzc","Madagascar Sign Language","MA","BM",9/17/2008 0:00:00
"mzd","Malimba","CM","BM",9/17/2008 0:00:00
"mze","Morawa","PP","BM",9/17/2008 0:00:00
"mzh","Wichi Lhamtes Guisnay","AR","BM",11/13/2014 0:00:00
"mzi","Mazatec, Ixcatlan","MX","BM",12/28/2012 0:00:00
"mzj","Manya","LI","BM",9/17/2008 0:00:00
"mzk","Mambila, Nigeria","NI","BM",6/27/2013 0:00:00
"mzl","Mixe, Mazatlan","MX","BM",12/17/2010 0:00:00
"mzm","Mumuye","NI","BM",12/17/2010 0:00:00
"mzn","Mazanderani","IR","BM",9/17/2008 0:00:00
"mzo","Matipuhy","BR","BM",5/31/2013 0:00:00
"mzp","Movima","BL","BM",12/17/2010 0:00:00
"mzq","Mori Atas","ID","BM",6/27/2013 0:00:00
"mzr","Marubo","BR","BM",9/17/2008 0:00:00
"mzs","Macanese","MC","BM",9/17/2008 0:00:00
"mzt","Mintil","MY","BM",9/17/2008 0:00:00
"mzu","Inapang","PP","BM",9/17/2008 0:00:00
"mzv","Mandja","CT","BM",9/17/2008 0:00:00
"mzw","Deg","GH","BM",6/27/2013 0:00:00
"mzx","Mawayana","GY","BM",9/17/2008 0:00:00
"mzy","Mozambican Sign Language","MZ","BM",9/17/2008 0:00:00
"mzz","Maiadomu","PP","BM",12/17/2010 0:00:00
"naa","Namla","ID","BM",9/17/2008 0:00:00
"nab","Nambikuara, Southern","BR","BM",6/27/2013 0:00:00
"nac","Narak","PP","BM",6/27/2013 0:00:00
"nae","Naka'ela","ID","BM",5/16/2013 0:00:00
"naf","Nabak","PP","BM",6/27/2013 0:00:00
"nag","Naga Pidgin","IN","BM",9/17/2008 0:00:00
"naj","Nalu","GV","BM",9/17/2008 0:00:00
"nak","Nakanai","PP","BM",6/27/2013 0:00:00
"nal","Nalik","PP","BM",12/17/2010 0:00:00
"nam","Ngan'gityemerri","AS","BM",5/16/2013 0:00:00
"nan","Chinese, Min Nan","CH","BM",6/27/2013 0:00:00
"nao","Naaba","NP","BM",9/17/2008 0:00:00
"nap","Napoletano-Calabrese","IT","BM",6/27/2013 0:00:00
"naq","Khoekhoe","WA","BM",6/27/2013 0:00:00
"nar","Iguta","NI","BM",9/17/2008 0:00:00
"nas","Naasioi","PP","BM",6/27/2013 0:00:00
"nat","Cahungwarya","NI","BM",9/17/2008 0:00:00
"nau","Nauruan","NR","BM",6/27/2013 0:00:00
"nav","Navajo","US","BM",6/27/2013 0:00:00
"naw","Nawuri","GH","BM",6/27/2013 0:00:00
"nax","Nakwi","PP","BM",9/17/2008 0:00:00
"nay","Narrinyeri","AS","BM",6/27/2013 0:00:00
"naz","Nahuatl, Coatepec","MX","BM",9/17/2008 0:00:00
"nba","Nyemba","AO","BM",12/17/2010 0:00:00
"nbb","Ndoe","NI","BM",9/17/2008 0:00:00
"nbc","Naga, Chang","IN","BM",6/27/2013 0:00:00
"nbd","Ngbinda","CG","BM",9/17/2008 0:00:00
"nbe","Naga, Konyak","IN","BM",6/27/2013 0:00:00
"nbg","Nagarchal","IN","BM",9/17/2008 0:00:00
"nbh","Ngamo","NI","BM",9/17/2008 0:00:00
"nbi","Naga, Mao","IN","BM",6/27/2013 0:00:00
"nbj","Ngarinman","AS","BM",9/17/2008 0:00:00
"nbk","Nake","PP","BM",9/17/2008 0:00:00
"nbl","Ndebele","SF","BM",6/27/2013 0:00:00
"nbm","Ngbaka Ma'bo","CT","BM",6/27/2013 0:00:00
"nbn","Kuri","ID","BM",9/17/2008 0:00:00
"nbo","Nkukoli","NI","BM",9/17/2008 0:00:00
"nbp","Nnam","NI","BM",9/17/2008 0:00:00
"nbq","Nggem","ID","BM",6/27/2013 0:00:00
"nbr","Numana-Nunku-Gbantu-Numbu","NI","BM",9/17/2008 0:00:00
"nbs","Namibian Sign Language","WA","BM",9/17/2008 0:00:00
"nbt","Na","IN","BM",9/17/2008 0:00:00
"nbu","Naga, Rongmei","IN","BM",6/27/2013 0:00:00
"nbv","Ngamambo","CM","BM",9/17/2008 0:00:00
"nbw","Ngbandi, Southern","CG","BM",12/17/2010 0:00:00
"nby","Ningera","PP","BM",9/17/2008 0:00:00
"nca","Iyo","PP","BM",6/27/2013 0:00:00
"ncb","Nicobarese, Central","IN","BM",6/27/2013 0:00:00
"ncc","Ponam","PP","BM",9/17/2008 0:00:00
"ncd","Nachering","NP","BM",9/17/2008 0:00:00
"nce","Yale","PP","BM",12/17/2010 0:00:00
"ncf","Notsi","PP","BM",6/27/2013 0:00:00
"ncg","Nisga'a","CA","BM",5/16/2013 0:00:00
"nch","Nahuatl, Central Huasteca","MX","BM",6/27/2013 0:00:00
"ncj","Nahuatl, Northern Puebla","MX","BM",6/27/2013 0:00:00
"nck","Nakara","AS","BM",9/17/2008 0:00:00
"ncl","Nahuatl, Michoacan","MX","BM",6/27/2013 0:00:00
"ncm","Nambo","PP","BM",12/17/2010 0:00:00
"ncn","Nauna","PP","BM",9/17/2008 0:00:00
"nco","Sibe","PP","BM",12/17/2010 0:00:00
"ncp","Ndaktup","CM","BM",9/17/2008 0:00:00
"ncr","Ncane","CM","BM",9/17/2008 0:00:00
"ncs","Nicaraguan Sign Language","NU","BM",9/17/2008 0:00:00
"nct","Naga, Chothe","IN","BM",9/17/2008 0:00:00
"ncu","Chumburung","GH","BM",6/27/2013 0:00:00
"ncx","Nahuatl, Central Puebla","MX","BM",9/17/2008 0:00:00
"ncz","Natchez","US","BM",5/31/2013 0:00:00
"nda","Ndasa","CF","BM",9/17/2008 0:00:00
"ndb","Kenswei Nsei","CM","BM",9/17/2008 0:00:00
"ndc","Ndau","MZ","BM",6/27/2013 0:00:00
"ndd","Nde-Nsele-Nta","NI","BM",9/17/2008 0:00:00
"nde","Ndebele","ZI","BM",6/27/2013 0:00:00
"ndg","Ndengereko","TZ","BM",9/17/2008 0:00:00
"ndh","Ndali","TZ","BM",6/27/2013 0:00:00
"ndi","Samba Leko","NI","BM",12/17/2010 0:00:00
"ndj","Ndamba","TZ","BM",6/27/2013 0:00:00
"ndk","Ndaka","CG","BM",9/17/2008 0:00:00
"ndl","Ndolo","CG","BM",9/17/2008 0:00:00
"ndm","Ndam","CD","BM",12/17/2010 0:00:00
"ndn","Ngundi","CF","BM",9/17/2008 0:00:00
"ndo","Ndonga","WA","BM",6/27/2013 0:00:00
"ndp","Ndo","UG","BM",12/17/2010 0:00:00
"ndq","Ndombe","AO","BM",9/17/2008 0:00:00
"ndr","Ndoola","NI","BM",9/17/2008 0:00:00
"nds","Saxon, Low","GM","BM",6/27/2013 0:00:00
"ndt","Ndunga","CG","BM",9/17/2008 0:00:00
"ndu","Dugun","CM","BM",9/17/2008 0:00:00
"ndv","Ndut","SG","BM",12/17/2010 0:00:00
"ndw","Ndobo","CG","BM",9/17/2008 0:00:00
"ndx","Nduga","ID","BM",6/27/2013 0:00:00
"ndy","Lutos","CT","BM",9/17/2008 0:00:00
"ndz","Ndogo","OD","BM",6/27/2013 0:00:00
"nea","Ngad'a, Eastern","ID","BM",5/16/2013 0:00:00
"neb","Toura","IV","BM",6/27/2013 0:00:00
"nec","Nedebang","ID","BM",9/17/2008 0:00:00
"ned","Nde-Gbite","NI","BM",9/17/2008 0:00:00
"nee","Nelemwa-Nixumwak","NC","BM",9/17/2008 0:00:00
"nef","Nefamese","IN","BM",9/17/2008 0:00:00
"neg","Negidal","RS","BM",9/17/2008 0:00:00
"neh","Nyenkha","BT","BM",9/17/2008 0:00:00
"nej","Neko","PP","BM",9/17/2008 0:00:00
"nek","Neku","NC","BM",9/17/2008 0:00:00
"nem","Nemi","NC","BM",9/17/2008 0:00:00
"nen","Nengone","NC","BM",6/27/2013 0:00:00
"neo","Na-Meo","VM","BM",9/17/2008 0:00:00
"neq","Mixe, North Central","MX","BM",6/27/2013 0:00:00
"ner","Yahadian","ID","BM",9/17/2008 0:00:00
"nes","Kinnauri, Bhoti","IN","BM",9/17/2008 0:00:00
"net","Nete","PP","BM",9/17/2008 0:00:00
"nev","Nyaheun","LA","BM",9/17/2008 0:00:00
"new","Newar","NP","BM",6/27/2013 0:00:00
"nex","Neme","PP","BM",9/17/2008 0:00:00
"ney","Neyo","IV","BM",9/17/2008 0:00:00
"nez","Nez Perce","US","BM",6/27/2013 0:00:00
"nfa","Dhao","ID","BM",6/27/2013 0:00:00
"nfd","Ahwai","NI","BM",5/16/2013 0:00:00
"nfl","Aiwoo","BP","BM",12/17/2010 0:00:00
"nfr","Nafaanra","GH","BM",6/27/2013 0:00:00
"nfu","Mfumte","CM","BM",9/17/2008 0:00:00
"nga","Ngbaka","CG","BM",6/27/2013 0:00:00
"ngb","Ngbandi, Northern","CG","BM",6/27/2013 0:00:00
"ngc","Ngombe","CG","BM",6/27/2013 0:00:00
"ngd","Ngando","CT","BM",9/17/2008 0:00:00
"nge","Ngemba","CM","BM",9/17/2008 0:00:00
"ngg","Ngbaka Manza","CT","BM",9/17/2008 0:00:00
"ngh","Nu","SF","BM",9/17/2008 0:00:00
"ngi","Ngizim","NI","BM",9/17/2008 0:00:00
"ngj","Ngie","CM","BM",9/17/2008 0:00:00
"ngk","Dalabon","AS","BM",5/16/2013 0:00:00
"ngl","Lomwe","MZ","BM",6/27/2013 0:00:00
"ngm","Ngatik Men's Creole","FM","BM",5/16/2013 0:00:00
"ngn","Ngwo","CM","BM",9/17/2008 0:00:00
"ngo","Ngoni","TZ","BM",6/27/2013 0:00:00
"ngp","Ngulu","TZ","BM",6/27/2013 0:00:00
"ngq","Ngoreme","TZ","BM",6/27/2013 0:00:00
"ngr","Engdewu","BP","BM",5/16/2013 0:00:00
"ngs","Gvoko","NI","BM",9/17/2008 0:00:00
"ngt","Ngeq","LA","BM",9/17/2008 0:00:00
"ngu","Nahuatl, Guerrero","MX","BM",6/27/2013 0:00:00
"ngw","Ngwaba","NI","BM",9/17/2008 0:00:00
"ngx","Nggwahyi","NI","BM",9/17/2008 0:00:00
"ngy","Tibea","CM","BM",9/17/2008 0:00:00
"ngz","Ngungwel","CF","BM",9/17/2008 0:00:00
"nha","Nhanda","AS","BM",5/17/2013 0:00:00
"nhb","Beng","IV","BM",9/17/2008 0:00:00
"nhc","Nahuatl, Tabasco","MX","BM",9/17/2008 0:00:00
"nhd","Guarani, Ava","PA","BM",12/17/2010 0:00:00
"nhe","Nahuatl, Eastern Huasteca","MX","BM",6/27/2013 0:00:00
"nhf","Nhuwala","AS","BM",9/17/2008 0:00:00
"nhg","Nahuatl, Tetelcingo","MX","BM",6/27/2013 0:00:00
"nhh","Nahari","IN","BM",9/17/2008 0:00:00
"nhi","Nahuatl, Zacatlan-Ahuacatlan-Tepetzintla","MX","BM",6/27/2013 0:00:00
"nhk","Nahuatl, Isthmus-Cosoleacaque","MX","BM",9/17/2008 0:00:00
"nhm","Nahuatl, Morelos","MX","BM",6/27/2013 0:00:00
"nhn","Nahuatl, Central","MX","BM",9/17/2008 0:00:00
"nho","Takuu","PP","BM",6/27/2013 0:00:00
"nhp","Nahuatl, Isthmus-Pajapan","MX","BM",6/27/2013 0:00:00
"nhq","Nahuatl, Huaxcaleca","MX","BM",9/17/2008 0:00:00
"nhr","Naro","BC","BM",6/27/2013 0:00:00
"nht","Nahuatl, Ometepec","MX","BM",9/17/2008 0:00:00
"nhu","Noone","CM","BM",6/27/2013 0:00:00
"nhv","Nahuatl, Temascaltepec","MX","BM",9/17/2008 0:00:00
"nhw","Nahuatl, Western Huasteca","MX","BM",6/27/2013 0:00:00
"nhx","Nahuatl, Isthmus-Mecayapan","MX","BM",6/27/2013 0:00:00
"nhy","Nahuatl, Northern Oaxaca","MX","BM",6/27/2013 0:00:00
"nhz","Nahuatl, Santa Maria la Alta","MX","BM",9/17/2008 0:00:00
"nia","Nias","ID","BM",6/27/2013 0:00:00
"nib","Nakame","PP","BM",5/16/2013 0:00:00
"nid","Ngandi","AS","BM",9/17/2008 0:00:00
"nie","Niellim","CD","BM",9/17/2008 0:00:00
"nif","Nek","PP","BM",6/27/2013 0:00:00
"nih","Nyiha, Tanzania","TZ","BM",6/27/2013 0:00:00
"nii","Nii","PP","BM",6/27/2013 0:00:00
"nij","Ngaju","ID","BM",6/27/2013 0:00:00
"nik","Nicobarese, Southern","IN","BM",9/17/2008 0:00:00
"nil","Nila","ID","BM",9/17/2008 0:00:00
"nim","Nilamba","TZ","BM",6/27/2013 0:00:00
"nin","Ninzo","NI","BM",6/27/2013 0:00:00
"nio","Nganasan","RS","BM",9/17/2008 0:00:00
"niq","Nandi","KE","BM",9/17/2008 0:00:00
"nir","Nimboran","ID","BM",6/27/2013 0:00:00
"nis","Nimi","PP","BM",9/17/2008 0:00:00
"nit","Kolami, Southeastern","IN","BM",12/17/2010 0:00:00
"niu","Niue","NE","BM",6/27/2013 0:00:00
"niv","Gilyak","RS","BM",9/17/2008 0:00:00
"niw","Nimo","PP","BM",12/17/2010 0:00:00
"nix","Hema","CG","BM",9/17/2008 0:00:00
"niy","Ngiti","CG","BM",6/27/2013 0:00:00
"niz","Ningil","PP","BM",9/17/2008 0:00:00
"nja","Nzanyi","NI","BM",9/17/2008 0:00:00
"njb","Naga, Nocte","IN","BM",9/17/2008 0:00:00
"njd","Ndonde Hamba","TZ","BM",9/17/2008 0:00:00
"njh","Naga, Lotha","IN","BM",6/27/2013 0:00:00
"nji","Gudanji","AS","BM",9/17/2008 0:00:00
"njj","Njen","CM","BM",9/17/2008 0:00:00
"njl","Njalgulgule","OD","BM",9/17/2008 0:00:00
"njm","Naga, Angami","IN","BM",6/27/2013 0:00:00
"njn","Naga, Liangmai","IN","BM",6/27/2013 0:00:00
"njo","Naga, Ao","IN","BM",6/27/2013 0:00:00
"njr","Njerep","NI","BM",9/17/2008 0:00:00
"njs","Nisa","ID","BM",9/17/2008 0:00:00
"njt","Ndyuka-Trio Pidgin","NS","BM",9/17/2008 0:00:00
"nju","Ngadjunmaya","AS","BM",9/17/2008 0:00:00
"njx","Kunyi","CF","BM",9/17/2008 0:00:00
"njy","Njyem","CM","BM",12/17/2010 0:00:00
"njz","Nyishi","IN","BM",6/27/2013 0:00:00
"nka","Nkoya","ZA","BM",6/27/2013 0:00:00
"nkb","Naga, Khoibu","IN","BM",12/17/2010 0:00:00
"nkc","Nkongho","CM","BM",9/17/2008 0:00:00
"nkd","Koireng","IN","BM",6/27/2013 0:00:00
"nke","Duke","BP","BM",9/17/2008 0:00:00
"nkf","Naga, Inpui","IN","BM",12/17/2010 0:00:00
"nkg","Nekgini","PP","BM",9/17/2008 0:00:00
"nkh","Naga, Khezha","IN","BM",9/17/2008 0:00:00
"nki","Naga, Thangal","IN","BM",12/17/2010 0:00:00
"nkj","Nakai","ID","BM",9/17/2008 0:00:00
"nkk","Nokuku","NH","BM",6/27/2013 0:00:00
"nkm","Namat","PP","BM",9/17/2008 0:00:00
"nkn","Nkangala","AO","BM",9/17/2008 0:00:00
"nko","Nkonya","GH","BM",12/17/2010 0:00:00
"nkq","Nkami","GH","BM",5/17/2013 0:00:00
"nkr","Nukuoro","FM","BM",6/27/2013 0:00:00
"nks","Asmat, North","ID","BM",9/17/2008 0:00:00
"nkt","Nyika, Tanzania","TZ","BM",9/17/2008 0:00:00
"nku","Kulango, Bouna","IV","BM",9/17/2008 0:00:00
"nkv","Nyika","MI","BM",9/17/2008 0:00:00
"nkw","Nkutu","CG","BM",6/27/2013 0:00:00
"nkx","Nkoroo","NI","BM",9/17/2008 0:00:00
"nkz","Nkari","NI","BM",9/17/2008 0:00:00
"nla","Ngombale","CM","BM",9/17/2008 0:00:00
"nlc","Nalca","ID","BM",12/17/2010 0:00:00
"nld","Dutch","NL","BM",6/27/2013 0:00:00
"nle","Nyala","KE","BM",9/17/2008 0:00:00
"nlg","Gela","BP","BM",6/27/2013 0:00:00
"nli","Grangali","AF","BM",9/17/2008 0:00:00
"nlj","Nyali","CG","BM",9/17/2008 0:00:00
"nlk","Yali, Ninia","ID","BM",6/27/2013 0:00:00
"nll","Nihali","IN","BM",9/17/2008 0:00:00
"nlo","Ngul","CG","BM",9/17/2008 0:00:00
"nlq","Naga, Lao","BM","BM",5/17/2013 0:00:00
"nlu","Nchumbulu","GH","BM",9/17/2008 0:00:00
"nlv","Nahuatl, Orizaba","MX","BM",6/27/2013 0:00:00
"nlx","Nahali","IN","BM",9/17/2008 0:00:00
"nly","Nyamal","AS","BM",9/17/2008 0:00:00
"nlz","Nalogo","BP","BM",5/17/2013 0:00:00
"nma","Naga, Maram","IN","BM",12/17/2010 0:00:00
"nmb","V'enen Taut","NH","BM",5/16/2013 0:00:00
"nmc","Ngam","CD","BM",12/17/2010 0:00:00
"nmd","Ndumu","GB","BM",9/17/2008 0:00:00
"nme","Naga, Mzieme","IN","BM",12/17/2010 0:00:00
"nmf","Naga, Tangkhul","IN","BM",6/27/2013 0:00:00
"nmg","Kwasio","CM","BM",6/27/2013 0:00:00
"nmh","Naga, Monsang","IN","BM",12/17/2010 0:00:00
"nmi","Nyam","NI","BM",9/17/2008 0:00:00
"nmj","Ngombe","CT","BM",9/17/2008 0:00:00
"nmk","Namakura","NH","BM",12/17/2010 0:00:00
"nml","Ndemli","CM","BM",9/17/2008 0:00:00
"nmm","Manangba","NP","BM",9/17/2008 0:00:00
"nmn","Xoo","BC","BM",9/17/2008 0:00:00
"nmo","Naga, Moyon","IN","BM",12/17/2010 0:00:00
"nmq","Nambya","ZI","BM",12/17/2010 0:00:00
"nmr","Nimbari","CM","BM",5/31/2013 0:00:00
"nms","Letemboi","NH","BM",9/17/2008 0:00:00
"nmt","Namonuito","FM","BM",9/17/2008 0:00:00
"nmu","Maidu, Northeast","US","BM",9/17/2008 0:00:00
"nmw","Rifao","PP","BM",6/27/2013 0:00:00
"nmx","Nama","PP","BM",9/17/2008 0:00:00
"nmy","Namuyi","CH","BM",9/17/2008 0:00:00
"nmz","Nawdm","TO","BM",6/27/2013 0:00:00
"nna","Nyangumarta","AS","BM",12/17/2010 0:00:00
"nnb","Nande","CG","BM",6/27/2013 0:00:00
"nnc","Nancere","CD","BM",6/27/2013 0:00:00
"nnd","Ambae, West","NH","BM",12/17/2010 0:00:00
"nne","Ngandyera","AO","BM",9/17/2008 0:00:00
"nnf","Ngaing","PP","BM",12/17/2010 0:00:00
"nng","Naga, Maring","IN","BM",12/17/2010 0:00:00
"nnh","Ngiemboon","CM","BM",6/27/2013 0:00:00
"nni","Nuaulu, North","ID","BM",9/17/2008 0:00:00
"nnj","Nyangatom","ET","BM",9/17/2008 0:00:00
"nnk","Nankina","PP","BM",12/17/2010 0:00:00
"nnl","Naga, Northern Rengma","IN","BM",6/27/2013 0:00:00
"nnm","Namia","PP","BM",6/27/2013 0:00:00
"nnn","Ngete","CD","BM",9/17/2008 0:00:00
"nnp","Naga, Wancho","IN","BM",12/17/2010 0:00:00
"nnq","Ngindo","TZ","BM",6/27/2013 0:00:00
"nnr","Narungga","AS","BM",5/17/2013 0:00:00
"nns","Ningye","NI","BM",9/17/2008 0:00:00
"nnt","Nanticoke","US","BM",5/31/2013 0:00:00
"nnu","Dwang","GH","BM",9/17/2008 0:00:00
"nnw","Nuni, Southern","UV","BM",6/27/2013 0:00:00
"nnz","Ndanda","CM","BM",7/28/2009 0:00:00
"noa","Woun Meu","CO","BM",6/27/2013 0:00:00
"noc","Nuk","PP","BM",9/17/2008 0:00:00
"nod","Thai, Northern","TH","BM",6/27/2013 0:00:00
"noe","Nimadi","IN","BM",9/17/2008 0:00:00
"nof","Nomane","PP","BM",9/17/2008 0:00:00
"nog","Nogai","RS","BM",6/27/2013 0:00:00
"noh","Nomu","PP","BM",9/17/2008 0:00:00
"noi","Noiri","IN","BM",9/17/2008 0:00:00
"noj","Nonuya","CO","BM",5/17/2013 0:00:00
"nok","Nooksack","US","BM",5/31/2013 0:00:00
"nol","Nomlaki","US","BM",5/17/2013 0:00:00
"nop","Numanggang","PP","BM",12/17/2010 0:00:00
"noq","Ngongo","CG","BM",9/17/2008 0:00:00
"nor","Norwegian","NO","BM",6/27/2013 0:00:00
"nos","Nisu, Eastern","CH","BM",9/17/2008 0:00:00
"not","Nomatsigenga","PE","BM",6/27/2013 0:00:00
"nou","Ewage-Notu","PP","BM",6/27/2013 0:00:00
"now","Nyambo","TZ","BM",9/17/2008 0:00:00
"noy","Noy","CD","BM",9/17/2008 0:00:00
"noz","Nayi","ET","BM",9/17/2008 0:00:00
"npa","Nar Phu","NP","BM",9/17/2008 0:00:00
"npb","Nupbikha","BT","BM",9/17/2008 0:00:00
"npg","Naga, Ponyo-Gongwang","BM","BM",5/17/2013 0:00:00
"nph","Naga, Phom","IN","BM",12/17/2010 0:00:00
"npi","Nepali","NP","BM",6/27/2013 0:00:00
"npl","Nahuatl, Southeastern Puebla","MX","BM",6/27/2013 0:00:00
"npn","Mondropolon","PP","BM",9/17/2008 0:00:00
"npo","Naga, Pochuri","IN","BM",12/17/2010 0:00:00
"nps","Nipsan","ID","BM",12/17/2010 0:00:00
"npu","Naga, Puimei","IN","BM",9/17/2008 0:00:00
"npy","Napu","ID","BM",6/27/2013 0:00:00
"nqg","Nago, Southern","BN","BM",5/16/2013 0:00:00
"nqk","Ede Nago, Kura","BN","BM",9/17/2008 0:00:00
"nqm","Ndom","ID","BM",9/17/2008 0:00:00
"nqn","Nen","PP","BM",9/17/2008 0:00:00
"nqo","N'ko","GV","BM",9/17/2008 0:00:00
"nqq","Naga, Kyan-Karyaw","BM","BM",5/17/2013 0:00:00
"nqy","Naga, Akyaung Ari","BM","BM",5/17/2013 0:00:00
"nra","Ngom","GB","BM",12/17/2010 0:00:00
"nrb","Nara","ER","BM",9/17/2008 0:00:00
"nre","Naga, Southern Rengma","IN","BM",12/17/2010 0:00:00
"nrf","Jerriais","JE","BM",7/26/2016 0:00:00
"nrg","Narango","NH","BM",9/17/2008 0:00:00
"nri","Naga, Chokri","IN","BM",9/17/2008 0:00:00
"nrk","Ngarla","AS","BM",7/26/2016 0:00:00
"nrl","Ngarluma","AS","BM",9/17/2008 0:00:00
"nrm","Narom","MY","BM",9/17/2008 0:00:00
"nrr","Nora","IN","BM",5/16/2013 0:00:00
"nru","Narua","CH","BM",5/17/2013 0:00:00
"nrz","Lala","PP","BM",9/17/2008 0:00:00
"nsa","Naga, Sangtam","IN","BM",6/27/2013 0:00:00
"nsc","Nshi","NI","BM",9/17/2008 0:00:00
"nsd","Nisu, Southern","CH","BM",9/17/2008 0:00:00
"nse","Nsenga","ZA","BM",6/27/2013 0:00:00
"nsf","Nisu, Northwestern","CH","BM",5/17/2013 0:00:00
"nsg","Ngasa","TZ","BM",9/17/2008 0:00:00
"nsh","Ngoshie","CM","BM",9/17/2008 0:00:00
"nsi","Nigerian Sign Language","NI","BM",9/17/2008 0:00:00
"nsk","Naskapi","CA","BM",6/27/2013 0:00:00
"nsl","Norwegian Sign Language","NO","BM",9/17/2008 0:00:00
