"ROL4","Dialect","DialectGerman","ROL3","ROPAL","Source","EditName","EditDate"
8425,"Luwu",,"bug",,"GRN / ROD","BM",4/1/2010 0:00:00
8426,"Pangkep",,"bug",,"GRN / ROD","BM",4/1/2010 0:00:00
8427,"Pasangkayu",,"bug",,"GRN / ROD","BM",4/1/2010 0:00:00
8428,"Sawitto",,"bug",,"GRN / ROD","BM",4/1/2010 0:00:00
8429,"Sidrap",,"bug",,"GRN / ROD","BM",4/1/2010 0:00:00
8430,"Sinjai",,"bug",,"GRN / ROD","BM",4/1/2010 0:00:00
8431,"Soppeng",,"bug",,"GRN / ROD","BM",4/1/2010 0:00:00
8432,"Wajo",,"bug","bug08","GRN / ROD","BM",4/1/2010 0:00:00
8433,"Bokotá",,"sab",,"GRN / ROD","BM",4/1/2010 0:00:00
8434,"Bujhyal",,"byh",,"GRN / ROD","BM",4/1/2010 0:00:00
8435,"Mentuh Tapuh",,"sdo",,"GRN / ROD","BM",4/1/2010 0:00:00
8439,"Punan Busang",,"bkn",,"GRN / ROD","BM",4/1/2010 0:00:00
8440,"Punan Ukit",,"bkn","bkn01","GRN / ROD","BM",4/1/2010 0:00:00
8441,"Coastal Arapesh",,"ape","ape01","GRN / ROD","BM",4/1/2010 0:00:00
8444,"Palityan",,"bul","bul01","GRN / ROD","BM",4/1/2010 0:00:00
8445,"Pomak","Rhodopen-Dialekt","bul","bul02","GRN / ROD","BM",4/1/2010 0:00:00
8447,"Buli [indonesia]",,"bzq",,"GRN / ROD","BM",4/1/2010 0:00:00
8449,"Wayamli",,"bzq",,"GRN / ROD","BM",4/1/2010 0:00:00
8451,"Kafu",,"buy","buy02","GRN / ROD","BM",4/1/2010 0:00:00
8452,"Mmani",,"buy","buy01","GRN / ROD","BM",4/1/2010 0:00:00
8453,"Bulu [png]",,"bjl",,"GRN / ROD","BM",4/1/2010 0:00:00
8454,"Bene",,"bum",,"GRN / ROD","BM",4/1/2010 0:00:00
8455,"Yelinda",,"bum",,"GRN / ROD","BM",4/1/2010 0:00:00
8456,"Yembana",,"bum",,"GRN / ROD","BM",4/1/2010 0:00:00
8457,"Yengono",,"bum",,"GRN / ROD","BM",4/1/2010 0:00:00
8458,"Zaman",,"bum","bum04","GRN / ROD","BM",4/1/2010 0:00:00
8461,"Chogor",,"kjz",,"GRN / ROD","BM",4/1/2010 0:00:00
8462,"Chunmat",,"kjz",,"GRN / ROD","BM",4/1/2010 0:00:00
8463,"Tang",,"kjz",,"GRN / ROD","BM",4/1/2010 0:00:00
8464,"Ura",,"kjz",,"GRN / ROD","BM",4/1/2010 0:00:00
8466,"Kasmin",,"bvn",,"GRN / ROD","BM",4/1/2010 0:00:00
8467,"Masan",,"bvn","bvn03","GRN / ROD","BM",4/1/2010 0:00:00
8469,"Barabara",,"bdd",,"GRN / ROD","BM",4/1/2010 0:00:00
8470,"Kasikasi",,"bdd",,"GRN / ROD","BM",4/1/2010 0:00:00
8472,"Kumalahu",,"bdd",,"GRN / ROD","BM",4/1/2010 0:00:00
8473,"Sawabwala",,"bdd",,"GRN / ROD","BM",4/1/2010 0:00:00
8474,"Sawatupwa",,"bdd",,"GRN / ROD","BM",4/1/2010 0:00:00
8475,"Banaphari",,"bns",,"GRN / ROD","BM",4/1/2010 0:00:00
8476,"Bhadauri",,"bns",,"GRN / ROD","BM",4/1/2010 0:00:00
8477,"Chhindwara Bundeli",,"bns",,"GRN / ROD","BM",4/1/2010 0:00:00
8478,"Gaoli",,"bns",,"GRN / ROD","BM",4/1/2010 0:00:00
8479,"Khatola",,"bns",,"GRN / ROD","BM",4/1/2010 0:00:00
8480,"Kirari",,"bns",,"GRN / ROD","BM",4/1/2010 0:00:00
8481,"Kosti",,"bns",,"GRN / ROD","BM",4/1/2010 0:00:00
8482,"Kumbhari",,"bns",,"GRN / ROD","BM",4/1/2010 0:00:00
8483,"Kundri",,"bns",,"GRN / ROD","BM",4/1/2010 0:00:00
8484,"Lodhanti",,"bns",,"GRN / ROD","BM",4/1/2010 0:00:00
8485,"Nagpuri Hindi",,"bns",,"GRN / ROD","BM",4/1/2010 0:00:00
8486,"Nibhatta",,"bns",,"GRN / ROD","BM",4/1/2010 0:00:00
8487,"Pawari",,"bns",,"GRN / ROD","BM",4/1/2010 0:00:00
8488,"Raghobansi",,"bns",,"GRN / ROD","BM",4/1/2010 0:00:00
8489,"Tirhari",,"bns",,"GRN / ROD","BM",4/1/2010 0:00:00
8494,"Landawe",,"bkz",,"GRN / ROD","BM",4/1/2010 0:00:00
8495,"Routa",,"bkz",,"GRN / ROD","BM",4/1/2010 0:00:00
8496,"Torete",,"bkz",,"GRN / ROD","BM",4/1/2010 0:00:00
8497,"Tulambatu",,"bkz",,"GRN / ROD","BM",4/1/2010 0:00:00
8498,"Waia",,"bkz",,"GRN / ROD","BM",4/1/2010 0:00:00
8500,"Bunuo",,"bwx","bwx03","GRN / ROD","BM",4/1/2010 0:00:00
8501,"Dongnu",,"bwx","bwx01","GRN / ROD","BM",4/1/2010 0:00:00
8502,"Naogelao",,"bwx","bwx04","GRN / ROD","BM",4/1/2010 0:00:00
8503,"Numao",,"bwx","bwx06","GRN / ROD","BM",4/1/2010 0:00:00
8504,"Nunu",,"bwx","bwx02","GRN / ROD","BM",4/1/2010 0:00:00
8508,"Central Bunun",,"bnn",,"GRN / ROD","BM",4/1/2010 0:00:00
8509,"North Bunun",,"bnn",,"GRN / ROD","BM",4/1/2010 0:00:00
8510,"Randai",,"bnn",,"GRN / ROD","BM",4/1/2010 0:00:00
8511,"Shibukun",,"bnn",,"GRN / ROD","BM",4/1/2010 0:00:00
8512,"South Bunun",,"bnn",,"GRN / ROD","BM",4/1/2010 0:00:00
8513,"Takopulan",,"bnn",,"GRN / ROD","BM",4/1/2010 0:00:00
8514,"Tondai",,"bnn","bnn02","GRN / ROD","BM",4/1/2010 0:00:00
8517,"Hyil Hawul",,"bwr",,"GRN / ROD","BM",4/1/2010 0:00:00
8518,"Pela",,"bwr","bwr01","GRN / ROD","BM",4/1/2010 0:00:00
8521,"Aga",,"bxu",,"GRN / ROD","BM",4/1/2010 0:00:00
8522,"Bargu",,"bxu",,"GRN / ROD","BM",4/1/2010 0:00:00
8523,"Khori",,"bxu",,"GRN / ROD","BM",4/1/2010 0:00:00
8525,"Aga",,"bxm",,"GRN / ROD","BM",4/1/2010 0:00:00
8526,"Khori",,"bxm","bxm01","GRN / ROD","BM",4/1/2010 0:00:00
8527,"Alar",,"bxr",,"GRN / ROD","BM",4/1/2010 0:00:00
8528,"Barguzin",,"bxr",,"GRN / ROD","BM",4/1/2010 0:00:00
8529,"Bohaan",,"bxr",,"GRN / ROD","BM",4/1/2010 0:00:00
8530,"Bulagat",,"bxr",,"GRN / ROD","BM",4/1/2010 0:00:00
8531,"Ekhirit",,"bxr",,"GRN / ROD","BM",4/1/2010 0:00:00
8532,"Ninzne-udinsk",,"bxr",,"GRN / ROD","BM",4/1/2010 0:00:00
8533,"Oka",,"bxr",,"GRN / ROD","BM",4/1/2010 0:00:00
8534,"Tunka",,"bxr",,"GRN / ROD","BM",4/1/2010 0:00:00
8535,"Unga",,"bxr","bxr02","GRN / ROD","BM",4/1/2010 0:00:00
8536,"Burmbar",,"vrt",,"GRN / ROD","BM",4/1/2010 0:00:00
8537,"Bomang",,"mya",,"GRN / ROD","BM",4/1/2010 0:00:00
8538,"Danu",,"mya",,"GRN / ROD","BM",4/1/2010 0:00:00
8539,"Beik",,"mya","mya06","GRN / ROD","BM",4/1/2010 0:00:00
8540,"Palaw",,"mya",,"GRN / ROD","BM",4/1/2010 0:00:00
8541,"Yaw",,"mya","mya07","GRN / ROD","BM",4/1/2010 0:00:00
8543,"Buru [nigeria]",,"bqw",,"GRN / ROD","BM",4/1/2010 0:00:00
8544,"Central Buru",,"mhs",,"GRN / ROD","BM",4/1/2010 0:00:00
8545,"Fogi",,"mhs",,"GRN / ROD","BM",4/1/2010 0:00:00
8546,"Masarete",,"mhs",,"GRN / ROD","BM",4/1/2010 0:00:00
8547,"Wae Sama",,"mhs",,"GRN / ROD","BM",4/1/2010 0:00:00
8550,"Somba",,"bmu","bmu01","GRN / ROD","BM",4/1/2010 0:00:00
8551,"Abuldugu",,"bdi",,"GRN / ROD","BM",4/1/2010 0:00:00
8552,"Maiak",,"bdi",,"GRN / ROD","BM",4/1/2010 0:00:00
8553,"Mufwa",,"bdi",,"GRN / ROD","BM",4/1/2010 0:00:00
8554,"Mughaja",,"bdi",,"GRN / ROD","BM",4/1/2010 0:00:00
8555,"Ragreig",,"bdi","bdi01","GRN / ROD","BM",4/1/2010 0:00:00
8557,"Hunza",,"bsk",,"GRN / ROD","BM",4/1/2010 0:00:00
8558,"Nagar",,"bsk",,"GRN / ROD","BM",4/1/2010 0:00:00
8559,"Yasin",,"bsk",,"GRN / ROD","BM",4/1/2010 0:00:00
8563,"Illo",,"bqp",,"GRN / ROD","BM",4/1/2010 0:00:00
8564,"New Busa",,"bqp",,"GRN / ROD","BM",4/1/2010 0:00:00
8565,"Wawa",,"bqp","bqp04","GRN / ROD","BM",4/1/2010 0:00:00
8567,"Djembe",,"buf",,"GRN / ROD","BM",4/1/2010 0:00:00
8568,"Ngombe",,"buf",,"GRN / ROD","BM",4/1/2010 0:00:00
8569,"Ngongo",,"buf",,"GRN / ROD","BM",4/1/2010 0:00:00
8570,"Pianga",,"buf",,"GRN / ROD","BM",4/1/2010 0:00:00
8580,"Benge",,"bww",,"GRN / ROD","BM",4/1/2010 0:00:00
8581,"Kiba",,"bww",,"GRN / ROD","BM",4/1/2010 0:00:00
8582,"Yewu",,"bww",,"GRN / ROD","BM",4/1/2010 0:00:00
8583,"Wagifa",,"bwd","bwd02","GRN / ROD","BM",4/1/2010 0:00:00
8584,"Kilia",,"bwd",,"GRN / ROD","BM",4/1/2010 0:00:00
8585,"Lauwela",,"bwd",,"GRN / ROD","BM",4/1/2010 0:00:00
8588,"Kwalaiwa",,"tte",,"GRN / ROD","BM",4/1/2010 0:00:00
8592,"Byansi",,"bee",,"ROD download, 11/2/2015","BM",11/4/2015 0:00:00
8593,"Maka",,"mkk",,"GRN / ROD","BM",4/1/2010 0:00:00
8594,"Besep",,"mkk",,"GRN / ROD","BM",4/1/2010 0:00:00
8596,"La Conception",,"msq",,"GRN / ROD","BM",4/1/2010 0:00:00
8597,"Pouébo",,"msq",,"GRN / ROD","BM",4/1/2010 0:00:00
8598,"Estrella",,"cjp",,"GRN / ROD","BM",4/1/2010 0:00:00
8599,"Telire",,"cjp",,"GRN / ROD","BM",4/1/2010 0:00:00
8600,"Ujarrás",,"cjp",,"GRN / ROD","BM",4/1/2010 0:00:00
8603,"Macú-paraná Cacua",,"cbv",,"GRN / ROD","BM",4/1/2010 0:00:00
8604,"Vaupés Cacua",,"cbv",,"GRN / ROD","BM",4/1/2010 0:00:00
8610,"Batanga",,"ckx",,"GRN / ROD","BM",4/1/2010 0:00:00
8611,"Cakchiquel-Quiche Mixed",,"ckz",,"GRN / ROD","BM",4/1/2010 0:00:00
8613,"Jajura",,"cky",,"GRN / ROD","BM",4/1/2010 0:00:00
8618,"Brazilian Calao",,"rmq",,"ROD download, 11/2/2015","BM",11/4/2015 0:00:00
8623,"Semirara",,"clu","clu01","GRN / ROD","BM",4/1/2010 0:00:00
8625,"Buku",,"cml",,"GRN / ROD","BM",4/1/2010 0:00:00
8628,"Chapara",,"cbu",,"GRN / ROD","BM",4/1/2010 0:00:00
8629,"Kandoashi",,"cbu","cbu02","GRN / ROD","BM",4/1/2010 0:00:00
8630,"Apanjekra",,"ram","ram03","GRN / ROD","BM",4/1/2010 0:00:00
8632,"Pahenbaquebo",,"kaq","kaq01","GRN / ROD","BM",4/1/2010 0:00:00
8644,"Murato",,"car","car02","GRN / ROD","BM",4/1/2010 0:00:00
8645,"Tabajari",,"car","car03","GRN / ROD","BM",4/1/2010 0:00:00
8646,"Tyrewuju",,"car","car01","GRN / ROD","BM",4/1/2010 0:00:00
8648,"Carutana",,"bwi",,"GRN / ROD","BM",4/1/2010 0:00:00
8649,"Adaru",,"bwi",,"GRN / ROD","BM",4/1/2010 0:00:00
8650,"Arara",,"bwi",,"GRN / ROD","BM",4/1/2010 0:00:00
8651,"Dzaui",,"bwi",,"GRN / ROD","BM",4/1/2010 0:00:00
8652,"Jauarete",,"bwi",,"GRN / ROD","BM",4/1/2010 0:00:00
8653,"Jurupari",,"bwi",,"GRN / ROD","BM",4/1/2010 0:00:00
8654,"Mapache",,"bwi",,"GRN / ROD","BM",4/1/2010 0:00:00
8655,"Uadzoli",,"bwi",,"GRN / ROD","BM",4/1/2010 0:00:00
8656,"Urubu",,"bwi",,"GRN / ROD","BM",4/1/2010 0:00:00
8657,"Cacataibo de Mariscal",,"cbr",,"GRN / ROD","BM",4/1/2010 0:00:00
8659,"Algherese","Algheresisch","cat","cat02","GRN / ROD","BM",4/1/2010 0:00:00
8660,"Balearic","Balearisch","cat","cat04","GRN / ROD","BM",4/1/2010 0:00:00
8661,"Catalan-Rousillonese","Katalanisch-Rousillonesisch","cat","cat03","GRN / ROD","BM",4/1/2010 0:00:00
8662,"Valencian",,"cat","cat07","GRN / ROD","BM",4/1/2010 0:00:00
8664,"Cayman Islands English",,"eng",,"GRN / ROD","BM",4/1/2010 0:00:00
8665,"Boholano",,"ceb",,"GRN / ROD","BM",4/1/2010 0:00:00
8666,"Leyte",,"ceb",,"GRN / ROD","BM",4/1/2010 0:00:00
8667,"Mindanao Visayan",,"ceb","ceb05","GRN / ROD","BM",4/1/2010 0:00:00
8671,"Banfora-Sienena",,"cme",,"GRN / ROD","BM",4/1/2010 0:00:00
8672,"Gouindougouba",,"cme",,"GRN / ROD","BM",4/1/2010 0:00:00
8673,"Niangoloko-diarabakoko",,"cme",,"GRN / ROD","BM",4/1/2010 0:00:00
8674,"Soubakanedougou",,"cme","cme03","GRN / ROD","BM",4/1/2010 0:00:00
8676,"Keni",,"rof",,"GRN / ROD","BM",4/1/2010 0:00:00
8678,"Kibosho",,"jmc",,"GRN / ROD","BM",4/1/2010 0:00:00
8679,"Kihai",,"jmc",,"GRN / ROD","BM",4/1/2010 0:00:00
8680,"Kilema",,"vun",,"GRN / ROD","BM",4/1/2010 0:00:00
8681,"Mamba",,"vun",,"GRN / ROD","BM",4/1/2010 0:00:00
8682,"Mashati",,"rof",,"GRN / ROD","BM",4/1/2010 0:00:00
8683,"Mkuu",,"rof",,"GRN / ROD","BM",4/1/2010 0:00:00
8685,"Alqosh",,"cld",,"GRN / ROD","BM",4/1/2010 0:00:00
8686,"Aradhin",,"cld",,"GRN / ROD","BM",4/1/2010 0:00:00
8687,"Bartille",,"cld",,"GRN / ROD","BM",4/1/2010 0:00:00
8688,"Dihok",,"cld",,"GRN / ROD","BM",4/1/2010 0:00:00
8689,"Mangesh",,"cld",,"GRN / ROD","BM",4/1/2010 0:00:00
8690,"Shirnak-chizre",,"cld",,"GRN / ROD","BM",4/1/2010 0:00:00
8691,"Tel Kepe",,"cld",,"GRN / ROD","BM",4/1/2010 0:00:00
8692,"Tisqopa",,"cld","cld11","GRN / ROD","BM",4/1/2010 0:00:00
8694,"Chamacoco Bravo",,"ceg","ceg01","GRN / ROD","BM",4/1/2010 0:00:00
8695,"Ebitoso",,"ceg","ceg02","GRN / ROD","BM",4/1/2010 0:00:00
8697,"Gadyri",,"cji",,"GRN / ROD","BM",4/1/2010 0:00:00
8698,"Gakvari",,"cji",,"GRN / ROD","BM",4/1/2010 0:00:00
8699,"Gigatl",,"cji",,"GRN / ROD","BM",4/1/2010 0:00:00
8701,"Bansbali",,"cdh",,"GRN / ROD","BM",4/1/2010 0:00:00
8702,"Bansyari",,"cdh",,"GRN / ROD","BM",4/1/2010 0:00:00
8703,"Gadi Chameali",,"cdh",,"GRN / ROD","BM",4/1/2010 0:00:00
8706,"Rotanese Chamorro",,"cha",,"GRN / ROD","BM",4/1/2010 0:00:00
8711,"San Juan Quiahije Chat",,"ctp","ctp02","GRN / ROD","BM",4/1/2010 0:00:00
8714,"Caviteqo",,"cbk",,"GRN / ROD","BM",4/1/2010 0:00:00
8715,"Cotobato Chavacano",,"cbk",,"GRN / ROD","BM",4/1/2010 0:00:00
8716,"Davawenyo Zamboanguenyo",,"cbk",,"GRN / ROD","BM",4/1/2010 0:00:00
8717,"Ermitaño",,"cbk",,"GRN / ROD","BM",4/1/2010 0:00:00
8718,"Ternateño",,"cbk",,"GRN / ROD","BM",4/1/2010 0:00:00
8719,"Zamboangueño",,"cbk","cbk06","GRN / ROD","BM",4/1/2010 0:00:00
8720,"Cahuapana",,"cbt",,"GRN / ROD","BM",4/1/2010 0:00:00
8723,"Akkin",,"che",,"GRN / ROD","BM",4/1/2010 0:00:00
8724,"Cheberloi",,"che",,"GRN / ROD","BM",4/1/2010 0:00:00
8725,"Itumkala",,"che",,"GRN / ROD","BM",4/1/2010 0:00:00
8726,"Kistin",,"che",,"GRN / ROD","BM",4/1/2010 0:00:00
8727,"Melkhin",,"che",,"GRN / ROD","BM",4/1/2010 0:00:00
8728,"Ploskost",,"che","che01","GRN / ROD","BM",4/1/2010 0:00:00
8734,"Chiripon",,"cpn",,"GRN / ROD","BM",4/1/2010 0:00:00
8735,"Elati",,"chr",,"GRN / ROD","BM",4/1/2010 0:00:00
8736,"Kituhwa",,"chr",,"GRN / ROD","BM",4/1/2010 0:00:00
8737,"Otali",,"chr",,"GRN / ROD","BM",4/1/2010 0:00:00
8738,"Overhill-middle Cherokee",,"chr",,"GRN / ROD","BM",4/1/2010 0:00:00
8740,"Chewong",,"cwg",,"GRN / ROD","BM",4/1/2010 0:00:00
8742,"Bhulia",,"hne","hne09","GRN / ROD","BM",4/1/2010 0:00:00
8743,"Binjhwari",,"hne",,"GRN / ROD","BM",4/1/2010 0:00:00
8744,"Kalanga",,"hne",,"GRN / ROD","BM",4/1/2010 0:00:00
8745,"Kavardi",,"hne",,"GRN / ROD","BM",4/1/2010 0:00:00
8746,"Khairagarhi",,"hne",,"GRN / ROD","BM",4/1/2010 0:00:00
8747,"Sadri Korwa",,"hne",,"GRN / ROD","BM",4/1/2010 0:00:00
8754,"Chittagong",,"csh",,"GRN / ROD","BM",4/1/2010 0:00:00
8755,"Lemyo",,"csh",,"GRN / ROD","BM",4/1/2010 0:00:00
8756,"Minbu",,"csh",,"GRN / ROD","BM",4/1/2010 0:00:00
8757,"Sandoway",,"csh",,"GRN / ROD","BM",4/1/2010 0:00:00
8758,"Uppu Tuiship",,"cnb",,"GRN / ROD","BM",4/1/2010 0:00:00
8759,"Chin, Falam",,"sch",,"GRN / ROD","BM",4/1/2010 0:00:00
8760,"Chari Chong",,"cfm",,"GRN / ROD","BM",4/1/2010 0:00:00
8761,"Halam",,"cfm",,"GRN / ROD","BM",4/1/2010 0:00:00
8763,"Kalai",,"cfm",,"GRN / ROD","BM",4/1/2010 0:00:00
8764,"Khelma",,"sch",,"GRN / ROD","BM",4/1/2010 0:00:00
8766,"Lente",,"cfm",,"GRN / ROD","BM",4/1/2010 0:00:00
8767,"Molsom",,"cfm",,"GRN / ROD","BM",4/1/2010 0:00:00
8769,"Rupini",,"cfm",,"GRN / ROD","BM",4/1/2010 0:00:00
8771,"Tashon",,"cfm",,"GRN / ROD","BM",4/1/2010 0:00:00
8772,"Zahao",,"cfm",,"GRN / ROD","BM",4/1/2010 0:00:00
8773,"Klangklang",,"cnh",,"GRN / ROD","BM",4/1/2010 0:00:00
8774,"Sumsi",,"cnh",,"GRN / ROD","BM",4/1/2010 0:00:00
8775,"Zokhua",,"cnh","cnh09","GRN / ROD","BM",4/1/2010 0:00:00
8776,"Khami",,"cnk",,"GRN / ROD","BM",4/1/2010 0:00:00
8777,"Khimi",,"cnk",,"GRN / ROD","BM",4/1/2010 0:00:00
8779,"Ngala",,"hlt",,"GRN / ROD","BM",4/1/2010 0:00:00
8780,"Yindi",,"cnk",,"GRN / ROD","BM",4/1/2010 0:00:00
8783,"Hlawthai",,"mrh",,"GRN / ROD","BM",4/1/2010 0:00:00
8784,"Sabeu",,"mrh",,"GRN / ROD","BM",4/1/2010 0:00:00
8785,"Tlongsai",,"mrh","mrh01","GRN / ROD","BM",4/1/2010 0:00:00
8788,"Nitu",,"mwq",,"GRN / ROD","BM",4/1/2010 0:00:00
8792,"Kamhau",,"ctd",,"GRN / ROD","BM",4/1/2010 0:00:00
8793,"Sokte",,"ctd","ctd01","GRN / ROD","BM",4/1/2010 0:00:00
8794,"Baite",,"tcz",,"GRN / ROD","BM",4/1/2010 0:00:00
8795,"Changsen",,"tcz",,"GRN / ROD","BM",4/1/2010 0:00:00
8796,"Hawkip",,"tcz",,"GRN / ROD","BM",4/1/2010 0:00:00
8797,"Jangshen",,"tcz",,"GRN / ROD","BM",4/1/2010 0:00:00
8798,"Kaokeep",,"tcz",,"GRN / ROD","BM",4/1/2010 0:00:00
8799,"Khongzai",,"tcz",,"GRN / ROD","BM",4/1/2010 0:00:00
8800,"Kipgen",,"tcz",,"GRN / ROD","BM",4/1/2010 0:00:00
8801,"Langiung",,"tcz",,"GRN / ROD","BM",4/1/2010 0:00:00
8802,"Sairang",,"tcz",,"GRN / ROD","BM",4/1/2010 0:00:00
8803,"Shithlou",,"tcz",,"GRN / ROD","BM",4/1/2010 0:00:00
8804,"Singson",,"tcz",,"GRN / ROD","BM",4/1/2010 0:00:00
8805,"Thangngen",,"tcz","tcz13","GRN / ROD","BM",4/1/2010 0:00:00
8809,"Ayotzintepec",,"chz",,"GRN / ROD","BM",4/1/2010 0:00:00
8810,"Yolox",,"chq",,"GRN / ROD","BM",4/1/2010 0:00:00
8814,"Chang-jing",,"gan",,"GRN / ROD","BM",4/1/2010 0:00:00
8815,"Fu-guang",,"gan",,"GRN / ROD","BM",4/1/2010 0:00:00
8816,"Ji-cha",,"gan",,"GRN / ROD","BM",4/1/2010 0:00:00
8817,"Yi-liu",,"gan",,"GRN / ROD","BM",4/1/2010 0:00:00
8818,"Ying-yi",,"gan",,"GRN / ROD","BM",4/1/2010 0:00:00
8819,"Hailu",,"hak",,"GRN / ROD","BM",4/1/2010 0:00:00
8820,"Huizhou",,"hak",,"GRN / ROD","BM",4/1/2010 0:00:00
8821,"Ning-long",,"hak",,"GRN / ROD","BM",4/1/2010 0:00:00
8822,"Sanhsien",,"hak",,"GRN / ROD","BM",4/1/2010 0:00:00
8823,"Tingzhou",,"hak",,"GRN / ROD","BM",4/1/2010 0:00:00
8824,"Tonggu",,"hak",,"GRN / ROD","BM",4/1/2010 0:00:00
8825,"Yuebei",,"hak",,"GRN / ROD","BM",4/1/2010 0:00:00
8826,"Yuezhong",,"hak",,"GRN / ROD","BM",4/1/2010 0:00:00
8827,"Yugui",,"hak","hak01","GRN / ROD","BM",4/1/2010 0:00:00
8828,"Jingzhan",,"czh",,"GRN / ROD","BM",4/1/2010 0:00:00
8829,"Jixi",,"czh",,"GRN / ROD","BM",4/1/2010 0:00:00
8830,"Qide",,"czh",,"GRN / ROD","BM",4/1/2010 0:00:00
8831,"Xiuyi",,"czh",,"GRN / ROD","BM",4/1/2010 0:00:00
8832,"Yanzhou",,"czh",,"GRN / ROD","BM",4/1/2010 0:00:00
8834,"Ho",,"cmn","cmn07","GRN / ROD","BM",4/1/2010 0:00:00
8835,"Huabei Guanhua",,"cmn",,"GRN / ROD","BM",4/1/2010 0:00:00
8836,"Jinghuai Guanhua",,"cmn",,"GRN / ROD","BM",4/1/2010 0:00:00
8837,"Taibei Mandarin",,"cmn",,"GRN / ROD","BM",4/1/2010 0:00:00
8838,"Xibei Guanhua",,"cmn",,"GRN / ROD","BM",4/1/2010 0:00:00
8839,"Xinan Guanhua",,"cmn","cmn06","GRN / ROD","BM",4/1/2010 0:00:00
8844,"Xinghua",,"cdo",,"GRN / ROD","BM",4/1/2010 0:00:00
8846,"Amoy",,"nan","nan02","GRN / ROD","BM",4/1/2010 0:00:00
8847,"Chaochow",,"nan","nan19","GRN / ROD","BM",4/1/2010 0:00:00
8848,"Chaozhou",,"nan","nan16","GRN / ROD","BM",4/1/2010 0:00:00
8849,"Fujian",,"nan","nan18","GRN / ROD","BM",4/1/2010 0:00:00
8850,"Fukienese",,"nan","nan13","GRN / ROD","BM",4/1/2010 0:00:00
8853,"Leizhou",,"nan",,"GRN / ROD","BM",4/1/2010 0:00:00
8854,"Longdu",,"nan",,"GRN / ROD","BM",4/1/2010 0:00:00
8855,"Shantou",,"nan",,"GRN / ROD","BM",4/1/2010 0:00:00
8857,"Zhenan Min",,"nan",,"GRN / ROD","BM",4/1/2010 0:00:00
8861,"Xianyou",,"cpx",,"GRN / ROD","BM",4/1/2010 0:00:00
8862,"Xinghua",,"cpx",,"GRN / ROD","BM",4/1/2010 0:00:00
8863,"Chuqu",,"wuu",,"GRN / ROD","BM",4/1/2010 0:00:00
8864,"Jinhua",,"wuu",,"GRN / ROD","BM",4/1/2010 0:00:00
8865,"Oujiang",,"wuu",,"GRN / ROD","BM",4/1/2010 0:00:00
8866,"Taihu",,"wuu",,"GRN / ROD","BM",4/1/2010 0:00:00
8867,"Taizhou",,"wuu",,"GRN / ROD","BM",4/1/2010 0:00:00
8868,"Wuzhou",,"wuu",,"GRN / ROD","BM",4/1/2010 0:00:00
8869,"Xuanzhou",,"wuu",,"GRN / ROD","BM",4/1/2010 0:00:00
8870,"Changyi",,"hsn",,"GRN / ROD","BM",4/1/2010 0:00:00
8871,"Jishu",,"hsn",,"GRN / ROD","BM",4/1/2010 0:00:00
8872,"Luoshao",,"hsn",,"GRN / ROD","BM",4/1/2010 0:00:00
8875,"Gaolei",,"yue",,"GRN / ROD","BM",4/1/2010 0:00:00
8876,"Guinan",,"yue",,"GRN / ROD","BM",4/1/2010 0:00:00
8877,"Qinlian",,"yue",,"GRN / ROD","BM",4/1/2010 0:00:00
8879,"Vancouver Cantonese",,"yue",,"GRN / ROD","BM",4/1/2010 0:00:00
8882,"Clackama",,"chh",,"GRN / ROD","BM",4/1/2010 0:00:00
8883,"Kiksht",,"chh",,"GRN / ROD","BM",4/1/2010 0:00:00
8884,"Klatsop",,"chh",,"GRN / ROD","BM",4/1/2010 0:00:00
8885,"Yellowknife",,"chp",,"GRN / ROD","BM",4/1/2010 0:00:00
8887,"Minnesota Border Chippewa",,"ciw",,"GRN / ROD","BM",4/1/2010 0:00:00
8888,"Red Lake Chippewa",,"ciw",,"GRN / ROD","BM",4/1/2010 0:00:00
8889,"Upper Michian-wisconsin Chippewa",,"ciw",,"GRN / ROD","BM",4/1/2010 0:00:00
8890,"San Ignacio De Velazco",,"cax",,"GRN / ROD","BM",4/1/2010 0:00:00
8891,"San Javier",,"cax",,"GRN / ROD","BM",4/1/2010 0:00:00
8892,"San Miguel",,"cax",,"GRN / ROD","BM",4/1/2010 0:00:00
8893,"Santiago",,"cax","cax06","GRN / ROD","BM",4/1/2010 0:00:00
8894,"Chiripa",,"nhd",,"GRN / ROD","BM",4/1/2010 0:00:00
8895,"Apapocuva",,"nhd",,"GRN / ROD","BM",4/1/2010 0:00:00
8897,"Rohinga",,"rhg",,"GRN / ROD","BM",4/1/2010 0:00:00
8899,"Minungo",,"cjk",,"GRN / ROD","BM",4/1/2010 0:00:00
8903,"Hbrugchu",,"cda","cda01","GRN / ROD","BM",4/1/2010 0:00:00
8904,"Buena Vista Chontal",,"chf",,"GRN / ROD","BM",4/1/2010 0:00:00
8905,"Miramar Chontal",,"chf",,"GRN / ROD","BM",4/1/2010 0:00:00
8906,"Khambani",,"cce",,"GRN / ROD","BM",4/1/2010 0:00:00
8907,"Lambwe",,"cce",,"GRN / ROD","BM",4/1/2010 0:00:00
8908,"Lengue",,"cce",,"GRN / ROD","BM",4/1/2010 0:00:00
